date,team,player_acquired,player_relinquished,notes,category,source_page
2024-07-10,CON,,Olivia Nelson-Ododa,COACH'S DECISION,missed_game_other,espn_summary_401620345.json
2024-07-10,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620346.json
2024-07-10,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620346.json
2024-07-10,LVA,,Kierstan Bell,COACH'S DECISION,missed_game_other,espn_summary_401620348.json
2024-07-10,LVA,,Sydney Colson,COACH'S DECISION,missed_game_other,espn_summary_401620348.json
2024-07-10,NYL,,Ivana Dojkic,COACH'S DECISION,missed_game_other,espn_summary_401620345.json
2024-07-10,NYL,,Jaylyn Sherrod,COACH'S DECISION,missed_game_other,espn_summary_401620345.json
2024-07-10,NYL,,Marquesha Davis,COACH'S DECISION,missed_game_other,espn_summary_401620345.json
2024-07-10,NYL,,Nyara Sabally,COACH'S DECISION,missed_game_other,espn_summary_401620345.json
2024-07-10,SEA,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401620348.json
2024-07-10,SEA,,Mercedes Russell,COACH'S DECISION,missed_game_other,espn_summary_401620348.json
2024-07-10,SEA,,Nika Muhl,COACH'S DECISION,missed_game_other,espn_summary_401620348.json
2024-07-10,WAS,,Jakia Brown-Turner,COACH'S DECISION,missed_game_other,espn_summary_401620346.json
2024-07-11,CHI,,Elizabeth Williams,KNEE INJURY,missed_game_injury,espn_summary_401620350.json
2024-07-11,NYL,,Betnijah Laney-Hamilton,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401620350.json
2024-07-12,LAS,,Li Yueru,The Los Angeles Sparks suspended the contract of Li Yueru.,contract_suspension,bbref_transactions_2024.html
2024-07-12,IND,,Temi Fagbenle,RIGHT THUMB INJURY,missed_game_injury,espn_summary_401620352.json
2024-07-12,MIN,,Napheesa Collier,LEFT FOOT,missed_game_injury,espn_summary_401620353.json
2024-07-12,PHO,,Charisma Osborne,LOWER LEG,missed_game_injury,espn_summary_401620352.json
2024-07-12,PHO,,Diana Taurasi,LOWER LEG,missed_game_injury,espn_summary_401620352.json
2024-07-12,PHO,,Sug Sutton,RIGHT HAMSTRING,missed_game_injury,espn_summary_401620352.json
2024-07-12,ATL,,Lorela Cubaj,COACH'S DECISION,missed_game_other,espn_summary_401620351.json
2024-07-12,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620352.json
2024-07-12,IND,,Kristy Wallace,COACH'S DECISION,missed_game_other,espn_summary_401620352.json
2024-07-12,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620352.json
2024-07-12,LVA,,Kierstan Bell,COACH'S DECISION,missed_game_other,espn_summary_401620351.json
2024-07-12,LVA,,Megan DiLeo,COACH'S DECISION,missed_game_other,espn_summary_401620351.json
2024-07-12,LVA,,Sydney Colson,COACH'S DECISION,missed_game_other,espn_summary_401620351.json
2024-07-12,MIN,,Olivia Epoupa,RIGHT THIGH,missed_game_other,espn_summary_401620353.json
2024-07-12,PHO,,Natasha Cloud,COACH'S DECISION,missed_game_other,espn_summary_401620352.json
2024-07-12,ATL,Destanni Henderson,,The Atlanta Dream signed Destanni Henderson to a 2nd 7-day contract.,signing,bbref_transactions_2024.html
2024-07-12,LAS,Crystal Dangerfield,,The Los Angeles Sparks signed Crystal Dangerfield to a 2nd 7-day contract.,signing,bbref_transactions_2024.html
2024-07-12,PHO,Celeste Taylor,,The Phoenix Mercury signed Celeste Taylor to a 7-day contract.,signing,bbref_transactions_2024.html
2024-07-12,WAS,Jakia Brown-Turner,,The Washington Mystics signed Jakia Brown-Turner to a 2nd 7-day contract.,signing,bbref_transactions_2024.html
2024-07-13,CHI,,Elizabeth Williams,KNEE INJURY,missed_game_injury,espn_summary_401620354.json
2024-07-13,NYL,,Betnijah Laney-Hamilton,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401620354.json
2024-07-13,NYL,,Breanna Stewart,RIGHT HAMSTRING,missed_game_injury,espn_summary_401620354.json
2024-07-13,CHI,,Brianna Turner,COACH'S DECISION,missed_game_other,espn_summary_401620354.json
2024-07-13,DAL,,Lou Lopez Senechal,COACH'S DECISION,missed_game_other,espn_summary_401620355.json
2024-07-13,DAL,,Stephanie Soares,COACH'S DECISION,missed_game_other,espn_summary_401620355.json
2024-07-13,LAS,,Crystal Dangerfield,COACH'S DECISION,missed_game_other,espn_summary_401620355.json
2024-07-13,NYL,,Jaylyn Sherrod,COACH'S DECISION,missed_game_other,espn_summary_401620354.json
2024-07-13,NYL,,Marquesha Davis,COACH'S DECISION,missed_game_other,espn_summary_401620354.json
2024-07-13,NYL,Jaylyn Sherrod,,The New York Liberty signed Jaylyn Sherrod to a 2nd 7-day contract.,signing,bbref_transactions_2024.html
2024-07-14,CON,,Moriah Jefferson,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401620356.json
2024-07-14,IND,,Temi Fagbenle,RIGHT THUMB INJURY,missed_game_injury,espn_summary_401620359.json
2024-07-14,MIN,,Napheesa Collier,LEFT FOOT,missed_game_injury,espn_summary_401620359.json
2024-07-14,PHO,,Charisma Osborne,LEFT LEG INJURY,missed_game_injury,espn_summary_401620356.json
2024-07-14,PHO,,Sug Sutton,RIGHT HAMSTRING,missed_game_injury,espn_summary_401620356.json
2024-07-14,WAS,,Brittney Sykes,LEFT FOOT,missed_game_injury,espn_summary_401620357.json
2024-07-14,WAS,,Karlie Samuelson,LEFT HAND,missed_game_injury,espn_summary_401620357.json
2024-07-14,WAS,,Shakira Austin,LEFT HIP INJURY,missed_game_injury,espn_summary_401620357.json
2024-07-14,ATL,,Jordin Canada,COACH'S DECISION,missed_game_other,espn_summary_401620358.json
2024-07-14,ATL,,Laeticia Amihere,COACH'S DECISION,missed_game_other,espn_summary_401620358.json
2024-07-14,ATL,,Rhyne Howard,COACH'S DECISION,missed_game_other,espn_summary_401620358.json
2024-07-14,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620359.json
2024-07-14,IND,,Kristy Wallace,COACH'S DECISION,missed_game_other,espn_summary_401620359.json
2024-07-14,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620359.json
2024-07-14,LVA,,Kierstan Bell,COACH'S DECISION,missed_game_other,espn_summary_401620357.json
2024-07-14,LVA,,Sydney Colson,COACH'S DECISION,missed_game_other,espn_summary_401620357.json
2024-07-14,MIN,,Alissa Pili,COACH'S DECISION,missed_game_other,espn_summary_401620359.json
2024-07-14,MIN,,Diamond Miller,COACH'S DECISION,missed_game_other,espn_summary_401620359.json
2024-07-14,MIN,,Olivia Epoupa,RIGHT THIGH,missed_game_other,espn_summary_401620359.json
2024-07-14,SEA,Kiana Williams,,The Seattle Storm signed Kiana Williams to a 2nd 7-day contract.,signing,bbref_transactions_2024.html
2024-07-16,CON,,Moriah Jefferson,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401620362.json
2024-07-16,PHO,,Sug Sutton,RIGHT HAMSTRING,missed_game_injury,espn_summary_401620360.json
2024-07-16,WAS,,Brittney Sykes,LEFT FOOT,missed_game_injury,espn_summary_401620360.json
2024-07-16,WAS,,DiDi Richards,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401620360.json
2024-07-16,WAS,,Karlie Samuelson,LEFT HAND,missed_game_injury,espn_summary_401620360.json
2024-07-16,WAS,,Shakira Austin,LEFT HIP INJURY,missed_game_injury,espn_summary_401620360.json
2024-07-16,CHI,,Brianna Turner,COACH'S DECISION,missed_game_other,espn_summary_401620363.json
2024-07-16,CHI,,Diamond DeShields,COACH'S DECISION,missed_game_other,espn_summary_401620363.json
2024-07-16,CON,,Astou Ndour-Fall,COACH'S DECISION,missed_game_other,espn_summary_401620362.json
2024-07-16,LAS,,Zia Cooke,COACH'S DECISION,missed_game_other,espn_summary_401620361.json
2024-07-16,LVA,,Kierstan Bell,COACH'S DECISION,missed_game_other,espn_summary_401620363.json
2024-07-16,NYL,,Breanna Stewart,REST,missed_game_other,espn_summary_401620362.json
2024-07-16,NYL,,Jaylyn Sherrod,COACH'S DECISION,missed_game_other,espn_summary_401620362.json
2024-07-16,NYL,,Marquesha Davis,COACH'S DECISION,missed_game_other,espn_summary_401620362.json
2024-07-16,PHO,,Charisma Osborne,NOT WITH TEAM,missed_game_other,espn_summary_401620360.json
2024-07-16,SEA,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401620361.json
2024-07-16,SEA,,Nika Muhl,COACH'S DECISION,missed_game_other,espn_summary_401620361.json
2024-07-16,WAS,,Jakia Brown-Turner,COACH'S DECISION,missed_game_other,espn_summary_401620360.json
2024-07-17,ATL,,Jordin Canada,RIGHT FINGER,missed_game_injury,espn_summary_401620364.json
2024-07-17,MIN,,Napheesa Collier,LEFT FOOT,missed_game_injury,espn_summary_401620364.json
2024-07-17,ATL,,Laeticia Amihere,NOT WITH TEAM,missed_game_other,espn_summary_401620364.json
2024-07-17,ATL,,Lorela Cubaj,PERSONAL,missed_game_other,espn_summary_401620364.json
2024-07-17,DAL,,Lou Lopez Senechal,COACH'S DECISION,missed_game_other,espn_summary_401620365.json
2024-07-17,DAL,,Stephanie Soares,COACH'S DECISION,missed_game_other,espn_summary_401620365.json
2024-07-17,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620365.json
2024-07-17,IND,,Kristy Wallace,COACH'S DECISION,missed_game_other,espn_summary_401620365.json
2024-07-17,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620365.json
2024-07-17,MIN,,Alissa Pili,COACH'S DECISION,missed_game_other,espn_summary_401620364.json
2024-07-17,MIN,,Olivia Epoupa,RIGHT THIGH,missed_game_other,espn_summary_401620364.json
2024-07-17,CHI,Moriah Jefferson,,"The Chicago Sky traded Marina Mabrey, a 2025 2nd round pick ( Rayah Marshall later selected) (2025 2nd-rd pick is NYL own), and a 2026 1st round pick ( Nell Angloma later selected) to the Connecticut Sun for Rachel Banham, Moriah Jefferson, a 2025 1st round pick ( Ajša Sivka later selected), and a 2026 1st round pick ( Gabriela Jaquez later selected) (2026 1st-rd pick is a right to swap).",trade,bbref_transactions_2024.html
2024-07-17,CHI,Rachel Banham,,"The Chicago Sky traded Marina Mabrey, a 2025 2nd round pick ( Rayah Marshall later selected) (2025 2nd-rd pick is NYL own), and a 2026 1st round pick ( Nell Angloma later selected) to the Connecticut Sun for Rachel Banham, Moriah Jefferson, a 2025 1st round pick ( Ajša Sivka later selected), and a 2026 1st round pick ( Gabriela Jaquez later selected) (2026 1st-rd pick is a right to swap).",trade,bbref_transactions_2024.html
2024-07-17,CHI,,Marina Mabrey,"The Chicago Sky traded Marina Mabrey, a 2025 2nd round pick ( Rayah Marshall later selected) (2025 2nd-rd pick is NYL own), and a 2026 1st round pick ( Nell Angloma later selected) to the Connecticut Sun for Rachel Banham, Moriah Jefferson, a 2025 1st round pick ( Ajša Sivka later selected), and a 2026 1st round pick ( Gabriela Jaquez later selected) (2026 1st-rd pick is a right to swap).",trade,bbref_transactions_2024.html
2024-07-17,CON,Marina Mabrey,,"The Chicago Sky traded Marina Mabrey, a 2025 2nd round pick ( Rayah Marshall later selected) (2025 2nd-rd pick is NYL own), and a 2026 1st round pick ( Nell Angloma later selected) to the Connecticut Sun for Rachel Banham, Moriah Jefferson, a 2025 1st round pick ( Ajša Sivka later selected), and a 2026 1st round pick ( Gabriela Jaquez later selected) (2026 1st-rd pick is a right to swap).",trade,bbref_transactions_2024.html
2024-07-17,CON,,Moriah Jefferson,"The Chicago Sky traded Marina Mabrey, a 2025 2nd round pick ( Rayah Marshall later selected) (2025 2nd-rd pick is NYL own), and a 2026 1st round pick ( Nell Angloma later selected) to the Connecticut Sun for Rachel Banham, Moriah Jefferson, a 2025 1st round pick ( Ajša Sivka later selected), and a 2026 1st round pick ( Gabriela Jaquez later selected) (2026 1st-rd pick is a right to swap).",trade,bbref_transactions_2024.html
2024-07-17,CON,,Rachel Banham,"The Chicago Sky traded Marina Mabrey, a 2025 2nd round pick ( Rayah Marshall later selected) (2025 2nd-rd pick is NYL own), and a 2026 1st round pick ( Nell Angloma later selected) to the Connecticut Sun for Rachel Banham, Moriah Jefferson, a 2025 1st round pick ( Ajša Sivka later selected), and a 2026 1st round pick ( Gabriela Jaquez later selected) (2026 1st-rd pick is a right to swap).",trade,bbref_transactions_2024.html
2024-07-19,CON,Caitlin Bickle,,The Connecticut Sun signed Caitlin Bickle to a 7-day contract.,signing,bbref_transactions_2024.html
2024-08-13,WAS,,Jakia Brown-Turner,The Washington Mystics released Jakia Brown-Turner.,waiver,bbref_transactions_2024.html
2024-08-14,DAL,,Monique Billings,The Dallas Wings released Monique Billings.,waiver,bbref_transactions_2024.html
2024-08-14,DAL,,Odyssey Sims,The Dallas Wings released Odyssey Sims.,waiver,bbref_transactions_2024.html
2024-08-15,CHI,,Chennedy Carter,NON-COVID ILLNESS,missed_game_injury,espn_summary_401620366.json
2024-08-15,CHI,,Elizabeth Williams,KNEE INJURY,missed_game_injury,espn_summary_401620366.json
2024-08-15,PHO,,Charisma Osborne,LEFT LEG INJURY,missed_game_injury,espn_summary_401620366.json
2024-08-15,PHO,,Rebecca Allen,RIGHT HAMSTRING,missed_game_injury,espn_summary_401620366.json
2024-08-15,WAS,,DiDi Richards,INJURY/ILLNESS,missed_game_injury,espn_summary_401620367.json
2024-08-15,MIN,,Alissa Pili,COACH'S DECISION,missed_game_other,espn_summary_401620367.json
2024-08-15,MIN,,Olivia Epoupa,COACH'S DECISION,missed_game_other,espn_summary_401620367.json
2024-08-15,MIN,,Sika Kone,COACH'S DECISION,missed_game_other,espn_summary_401620367.json
2024-08-15,PHO,,Sug Sutton,COACH'S DECISION,missed_game_other,espn_summary_401620366.json
2024-08-15,WAS,,Emily Engstler,COACH'S DECISION,missed_game_other,espn_summary_401620367.json
2024-08-16,ATL,,Aerial Powers,LEFT CALF,missed_game_injury,espn_summary_401620369.json
2024-08-16,IND,,Temi Fagbenle,RIGHT THUMB INJURY,missed_game_injury,espn_summary_401620370.json
2024-08-16,PHO,,Charisma Osborne,LOWER LEG,missed_game_injury,espn_summary_401620370.json
2024-08-16,PHO,,Rebecca Allen,RIGHT HAMSTRING,missed_game_injury,espn_summary_401620370.json
2024-08-16,ATL,,Laeticia Amihere,COACH'S DECISION,missed_game_other,espn_summary_401620369.json
2024-08-16,ATL,,Lorela Cubaj,COACH'S DECISION,missed_game_other,espn_summary_401620369.json
2024-08-16,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620370.json
2024-08-16,IND,,Kristy Wallace,COACH'S DECISION,missed_game_other,espn_summary_401620370.json
2024-08-16,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620370.json
2024-08-16,SEA,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401620369.json
2024-08-16,SEA,,Nika Muhl,COACH'S DECISION,missed_game_other,espn_summary_401620369.json
2024-08-16,CON,Celeste Taylor,,The Connecticut Sun signed Celeste Taylor to a 7-day contract.,signing,bbref_transactions_2024.html
2024-08-16,LAS,Crystal Dangerfield,,The Los Angeles Sparks signed Crystal Dangerfield to a 3rd 7-day contract.,signing,bbref_transactions_2024.html
2024-08-17,WAS,,DiDi Richards,ACHILLES,missed_game_injury,espn_summary_401620372.json
2024-08-17,CHI,,Brianna Turner,COACH'S DECISION,missed_game_other,espn_summary_401620374.json
2024-08-17,CHI,,Moriah Jefferson,COACH'S DECISION,missed_game_other,espn_summary_401620374.json
2024-08-17,LAS,,Zia Cooke,COACH'S DECISION,missed_game_other,espn_summary_401620374.json
2024-08-17,LVA,,Kierstan Bell,COACH'S DECISION,missed_game_other,espn_summary_401620373.json
2024-08-17,LVA,,Sydney Colson,COACH'S DECISION,missed_game_other,espn_summary_401620373.json
2024-08-17,NYL,,Jaylyn Sherrod,COACH'S DECISION,missed_game_other,espn_summary_401620373.json
2024-08-17,NYL,,Marquesha Davis,COACH'S DECISION,missed_game_other,espn_summary_401620373.json
2024-08-17,LAS,Odyssey Sims,,The Los Angeles Sparks signed Odyssey Sims to a 7-day contract.,signing,bbref_transactions_2024.html
2024-08-17,NYL,Jaylyn Sherrod,,The New York Liberty signed Jaylyn Sherrod to a 3rd 7-day contract.,signing,bbref_transactions_2024.html
2024-08-18,CHI,,Elizabeth Williams,KNEE INJURY,missed_game_injury,espn_summary_401620378.json
2024-08-18,IND,,Temi Fagbenle,RIGHT THUMB INJURY,missed_game_injury,espn_summary_401620377.json
2024-08-18,PHO,,Charisma Osborne,LEFT LOWER LEG STRAIN,missed_game_injury,espn_summary_401620378.json
2024-08-18,PHO,,Rebecca Allen,RIGHT HAMSTRING,missed_game_injury,espn_summary_401620378.json
2024-08-18,ATL,,Laeticia Amihere,COACH'S DECISION,missed_game_other,espn_summary_401620375.json
2024-08-18,CON,,Astou Ndour-Fall,COACH'S DECISION,missed_game_other,espn_summary_401620375.json
2024-08-18,CON,,Caitlin Bickle,COACH'S DECISION,missed_game_other,espn_summary_401620375.json
2024-08-18,CON,,Celeste Taylor,COACH'S DECISION,missed_game_other,espn_summary_401620375.json
2024-08-18,LVA,,Kierstan Bell,COACH'S DECISION,missed_game_other,espn_summary_401620376.json
2024-08-18,PHO,Monique Billings,,The Phoenix Mercury signed Monique Billings to a 7-day contract.,signing,bbref_transactions_2024.html
2024-08-20,CON,,Tiffany Mitchell,ILLNESS,missed_game_injury,espn_summary_401620379.json
2024-08-20,LAS,,Aari McDonald,RIGHT FOOT,missed_game_injury,espn_summary_401620379.json
2024-08-20,LAS,,Cameron Brink,LEFT KNEE,missed_game_injury,espn_summary_401620379.json
2024-08-20,LAS,,Layshia Clarendon,MENTAL HEALTH,missed_game_injury,espn_summary_401620379.json
2024-08-20,NYL,,Betnijah Laney-Hamilton,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401620380.json
2024-08-20,NYL,,Sabrina Ionescu,NECK INJURY,missed_game_injury,espn_summary_401620380.json
2024-08-20,WAS,,Karlie Samuelson,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401620381.json
2024-08-20,LAS,,Lexie Brown,CROHN'S DISEASE,missed_game_other,espn_summary_401620379.json
2024-08-20,LAS,,Zia Cooke,COACH'S DECISION,missed_game_other,espn_summary_401620379.json
2024-08-20,SEA,,Gabby Williams,NOT WITH TEAM,missed_game_other,espn_summary_401620381.json
2024-08-20,SEA,,Nika Muhl,COACH'S DECISION,missed_game_other,espn_summary_401620381.json
2024-08-20,WAS,,Sika Kone,NOT WITH TEAM,missed_game_other,espn_summary_401620381.json
2024-08-20,SEA,Gabby Williams,,The Seattle Storm signed Gabby Williams.,signing,bbref_transactions_2024.html
2024-08-20,MIN,Myisha Hines-Allen,,"The Washington Mystics traded Myisha Hines-Allen to the Minnesota Lynx for Olivia Époupa, Sika Koné, and a 2026 2nd round pick ( Darianna Littlepage-Buggs later selected).",trade,bbref_transactions_2024.html
2024-08-20,MIN,,Olivia Époupa,"The Washington Mystics traded Myisha Hines-Allen to the Minnesota Lynx for Olivia Époupa, Sika Koné, and a 2026 2nd round pick ( Darianna Littlepage-Buggs later selected).",trade,bbref_transactions_2024.html
2024-08-20,MIN,,Sika Koné,"The Washington Mystics traded Myisha Hines-Allen to the Minnesota Lynx for Olivia Époupa, Sika Koné, and a 2026 2nd round pick ( Darianna Littlepage-Buggs later selected).",trade,bbref_transactions_2024.html
2024-08-20,PHO,Klara Lundquist,,The Phoenix Mercury traded Sug Sutton and a 2025 3rd round pick ( Zaay Green later selected) to the Washington Mystics for Klara Lundquist.,trade,bbref_transactions_2024.html
2024-08-20,PHO,,Sug Sutton,The Phoenix Mercury traded Sug Sutton and a 2025 3rd round pick ( Zaay Green later selected) to the Washington Mystics for Klara Lundquist.,trade,bbref_transactions_2024.html
2024-08-20,WAS,Olivia Époupa,,"The Washington Mystics traded Myisha Hines-Allen to the Minnesota Lynx for Olivia Époupa, Sika Koné, and a 2026 2nd round pick ( Darianna Littlepage-Buggs later selected).",trade,bbref_transactions_2024.html
2024-08-20,WAS,Sika Koné,,"The Washington Mystics traded Myisha Hines-Allen to the Minnesota Lynx for Olivia Époupa, Sika Koné, and a 2026 2nd round pick ( Darianna Littlepage-Buggs later selected).",trade,bbref_transactions_2024.html
2024-08-20,WAS,Sug Sutton,,The Phoenix Mercury traded Sug Sutton and a 2025 3rd round pick ( Zaay Green later selected) to the Washington Mystics for Klara Lundquist.,trade,bbref_transactions_2024.html
